0 		 start2 		 start2
119 		 obj 		 lwg_psp
120 		 compound 		 lwg_psp
121 		 root 		 root
122 		 aux 		 lwg_vaux
123 		 aux:pass 		 lwg_vaux
124 		 punct 		 rsym
125 		 nummod 		 enm
126 		 nmod 		 k2u
127 		 dep 		 lwg_psp
128 		 obl 		 lwg_psp
129 		 amod 		 lwg_psp
130 		 mark 		 lwg_psp
131 		 nmod 		 lwg_psp
132 		 obj 		 lwg_psp
133 		 case 		 lwg_psp
134 		 amod 		 lwg_psp
135 		 obl 		 lwg_psp
136 		 case 		 lwg_psp
137 		 case 		 lwg_psp
138 		 root 		 root
139 		 aux 		 lwg_vaux
140 		 punct 		 rsym
141 		 nmod 		 k2u
142 		 case 		 lwg_psp
143 		 det 		 mod_wq
144 		 obl 		 pof_cn
145 		 case 		 k2u
146 		 nsubj 		 lwg_psp
147 		 case 		 lwg_psp
148 		 det 		 mod_wq
149 		 compound 		 pof_cn
150 		 root 		 root
151 		 aux 		 lwg_vaux
152 		 punct 		 rsym
153 		 obl 		 k2u
154 		 punct 		 rsym
155 		 nmod 		 k2u
156 		 cc 		 k1
157 		 conj 		 ccof
158 		 case 		 lwg_psp
159 		 nsubj 		 lwg_psp
160 		 obj 		 lwg_psp
161 		 obl 		 lwg_psp
162 		 case 		 lwg_psp
163 		 compound 		 lwg_psp
164 		 advcl 		 lwg_psp
165 		 mark 		 lwg_psp
166 		 mark 		 lwg_psp
167 		 acl 		 lwg_psp
168 		 nummod 		 enm
169 		 obl 		 k2u
170 		 case 		 lwg_psp
171 		 case 		 lwg_psp
172 		 case 		 lwg_psp
173 		 root 		 root
174 		 aux 		 lwg_vaux
175 		 aux:pass 		 lwg_vaux
176 		 punct 		 rsym
177 		 nsubj:pass 		 k1
178 		 case 		 lwg_psp
179 		 compound 		 lwg_psp
180 		 obj 		 lwg_psp
181 		 compound 		 lwg_psp
182 		 nmod 		 lwg_psp
183 		 aux:pass 		 lwg_vaux
184 		 mark 		 pof_cn
185 		 nmod 		 k2u
186 		 case 		 lwg_psp
187 		 det 		 mod_wq
188 		 dep 		 pof_cn
189 		 obl 		 k2u
190 		 case 		 lwg_psp
191 		 nsubj 		 lwg_psp
192 		 case 		 lwg_psp
193 		 nummod 		 enm
194 		 compound 		 k2u
195 		 root 		 root
196 		 punct 		 rsym
197 		 det 		 mod_wq
198 		 obl 		 pof_cn
199 		 case 		 k2u
200 		 nsubj 		 lwg_psp
201 		 case 		 lwg_psp
202 		 root 		 root
203 		  		 lwg_vaux
204 		 obl 		 pof_cn
205 		 case 		 k2u
206 		 case 		 lwg_psp
207 		 compound 		 lwg_psp
208 		 nmod 		 lwg_psp
209 		 case 		 lwg_psp
210 		 nsubj 		 lwg_psp
211 		 advmod 		 lwg_psp
212 		 advmod 		 lwg_psp
213 		 obj 		 lwg_psp
214 		 aux 		 lwg_psp
215 		 punct 		 rsym
216 		 cc 		 k1
217 		 obl 		 lwg_psp
218 		 case 		 lwg_psp
219 		 compound 		 lwg_psp
220 		 nmod 		 lwg_psp
221 		 case 		 lwg_psp
222 		 nsubj 		 lwg_psp
223 		 advmod 		 lwg_psp
224 		 dep 		 lwg_psp
225 		 obl 		 lwg_psp
226 		 case 		 lwg_psp
227 		 compound 		 lwg_psp
228 		 compound 		 lwg_psp
229 		 nsubj 		 lwg_psp
230 		 dep 		 lwg_psp
231 		 root 		 root
232 		 aux 		 lwg_vaux
233 		 punct 		 rsym
234 		 obl 		 k2u
235 		 obl 		 lwg_psp
236 		 case 		 lwg_psp
237 		 compound 		 lwg_psp
238 		 root 		 root
239 		 punct 		 rsym
240 		  		 k2u
241 		 nmod 		 lwg_psp
242 		 case 		 lwg_psp
243 		 det 		 mod_wq
244 		 nmod 		 pof_cn
245 		 case 		 k2u
246 		 obl 		 lwg_psp
247 		 case 		 lwg_psp
248 		 obj 		 lwg_psp
249 		 root 		 root
250 		 aux:pass 		 lwg_vaux
251 		 aux:pass 		 lwg_vaux
252 		 aux:pass 		 lwg_vaux
253 		 mark 		 pof_cn
254 		 nsubj 		 k2u
255 		 nmod 		 lwg_psp
256 		 obl 		 lwg_psp
257 		 case 		 lwg_psp
258 		 compound 		 lwg_psp
259 		 obl 		 lwg_psp
260 		 case 		 lwg_psp
261 		 case 		 lwg_psp
262 		 obl 		 lwg_psp
263 		 nmod 		 lwg_psp
264 		 obj 		 lwg_psp
265 		 advmod 		 lwg_psp
266 		 acl 		 lwg_psp
267 		 punct 		 rsym
268 		 obl 		 k2u
269 		 case 		 lwg_psp
270 		 dep 		 lwg_psp
271 		 det 		 mod_wq
272 		 obj 		 pof_cn
273 		 case 		 k2u
274 		 dep 		 lwg_psp
275 		 compound 		 lwg_psp
276 		 advmod 		 lwg_psp
277 		 root 		 root
278 		 aux:pass 		 lwg_vaux
279 		 aux:pass 		 lwg_vaux
280 		 mark 		 pof_cn
281 		 nsubj 		 k2u
282 		 obl 		 lwg_psp
283 		 compound 		 lwg_psp
284 		 obj 		 lwg_psp
285 		 case 		 lwg_psp
286 		 nmod 		 lwg_psp
287 		 obl 		 lwg_psp
288 		 case 		 lwg_psp
289 		 compound 		 lwg_psp
290 		 advcl 		 lwg_psp
291 		 mark 		 lwg_psp
292 		 mark 		 lwg_psp
293 		 acl 		 lwg_psp
294 		 aux 		 lwg_psp
295 		 aux:pass 		 lwg_vaux
296 		 punct 		 rsym
297 		 nmod 		 k2u
298 		 nsubj 		 lwg_psp
299 		 root 		 root
300 		 cop 		 lwg_vaux
301 		 punct 		 rsym
302 		 cc 		 k1
303 		 obl 		 lwg_psp
304 		 advmod 		 lwg_psp
305 		 amod 		 lwg_psp
306 		 nsubj 		 lwg_psp
307 		 conj 		 ccof
308 		 aux 		 lwg_psp
309 		 aux:pass 		 lwg_vaux
310 		 punct 		 rsym
311 		 amod 		 k2u
312 		 nmod 		 lwg_psp
313 		 case 		 lwg_psp
314 		 nmod 		 lwg_psp
315 		 case 		 lwg_psp
316 		 dep 		 lwg_psp
317 		 nmod 		 lwg_psp
318 		 nmod 		 lwg_psp
319 		 case 		 lwg_psp
320 		 root 		 root
321 		 cop 		 lwg_vaux
322 		 punct 		 rsym
323 		 nmod 		 k2u
324 		 case 		 lwg_psp
325 		 det 		 mod_wq
326 		 amod 		 pof_cn
327 		 obl 		 k2u
328 		 case 		 lwg_psp
329 		 det 		 mod_wq
330 		 nsubj 		 pof_cn
331 		 nmod 		 k2u
332 		 amod 		 lwg_psp
333 		 obl 		 lwg_psp
334 		 case 		 lwg_psp
335 		 punct 		 rsym
336 		 amod 		 k2u
337 		 obl 		 lwg_psp
338 		 case 		 lwg_psp
339 		 punct 		 rsym
340 		 obl 		 k2u
341 		 case 		 lwg_psp
342 		 acl 		 lwg_psp
343 		 aux 		 lwg_psp
344 		 obl 		 lwg_psp
345 		 case 		 lwg_psp
346 		 case 		 lwg_psp
347 		 punct 		 rsym
348 		 root 		 root
349 		 aux 		 lwg_vaux
350 		 aux:pass 		 lwg_vaux
351 		 cc 		 k1
352 		 nsubj 		 lwg_psp
353 		 nummod 		 enm
354 		 nmod 		 k2u
355 		 case 		 lwg_psp
356 		 nsubj 		 lwg_psp
357 		 obl 		 lwg_psp
358 		 dep 		 lwg_psp
359 		 amod 		 lwg_psp
360 		 xcomp 		 k2
361 		 conj 		 ccof
362 		 aux 		 lwg_psp
363 		 aux:pass 		 lwg_vaux
364 		 punct 		 rsym
365 		 obl 		 k2u
366 		 case 		 lwg_psp
367 		 compound 		 lwg_psp
368 		 nsubj 		 lwg_psp
369 		 case 		 lwg_psp
370 		 amod 		 lwg_psp
371 		 compound 		 lwg_psp
372 		 acl:relcl 		 lwg_psp
373 		 aux 		 lwg_psp
374 		 punct 		 rsym
375 		 nmod 		 k2u
376 		 nsubj 		 lwg_psp
377 		 amod 		 lwg_psp
378 		 advmod 		 lwg_psp
379 		 case 		 lwg_psp
380 		 root 		 root
381 		 aux 		 lwg_vaux
382 		 aux:pass 		 lwg_vaux
383 		 punct 		 rsym
384 		 nmod 		 k2u
385 		 amod 		 lwg_psp
386 		 nsubj 		 lwg_psp
387 		 acl:relcl 		 lwg_psp
388 		 cop 		 lwg_psp
389 		 punct 		 rsym
390 		 obl 		 k2u
391 		 nsubj 		 lwg_psp
392 		 obl 		 lwg_psp
393 		 case 		 lwg_psp
394 		 advmod 		 lwg_psp
395 		 xcomp 		 k2
396 		 root 		 root
397 		 aux 		 lwg_vaux
398 		 punct 		 rsym
399 		 obl 		 k2u
400 		 punct 		 rsym
401 		 case 		 k2u
402 		 case 		 lwg_psp
403 		 nummod 		 enm
404 		 obl 		 k2u
405 		 case 		 lwg_psp
406 		 dep 		 lwg_psp
407 		 compound 		 lwg_psp
408 		 dep 		 lwg_psp
409 		 root 		 root
410 		 aux 		 lwg_vaux
411 		 aux:pass 		 lwg_vaux
412 		 punct 		 rsym
413 		 advmod 		 k2u
414 		 obj 		 lwg_psp
415 		 advcl 		 lwg_psp
416 		 obl 		 lwg_psp
417 		 root 		 root
418 		 aux:pass 		 lwg_vaux
419 		 punct 		 rsym
420 		 obl 		 k2u
421 		 case 		 lwg_psp
422 		 nummod 		 enm
423 		 obl 		 k2u
424 		 obl 		 lwg_psp
425 		 root 		 root
426 		 cc 		 k1
427 		 nsubj 		 lwg_psp
428 		 conj 		 ccof
429 		 aux 		 lwg_psp
430 		 punct 		 rsym
431 		 mark 		 k2u
432 		 nsubj 		 lwg_psp
433 		 obl 		 lwg_psp
434 		 advcl 		 lwg_psp
435 		 punct 		 rsym
436 		 nsubj 		 k2u
437 		 cc 		 k1
438 		 conj 		 ccof
439 		 conj 		 ccof
440 		 aux 		 lwg_psp
441 		 aux:pass 		 lwg_vaux
442 		 punct 		 rsym
443 		 mark 		 k2u
444 		 root 		 root
445 		 aux 		 lwg_vaux
446 		 cc 		 k1
447 		 advcl 		 lwg_psp
448 		 obl 		 lwg_psp
449 		 case 		 lwg_psp
450 		 det 		 mod_wq
451 		 obj 		 pof_cn
452 		 conj 		 ccof
453 		 aux 		 lwg_psp
454 		 punct 		 rsym
455 		 cc 		 k1
456 		 obj 		 lwg_psp
457 		 compound 		 lwg_psp
458 		 conj 		 ccof
459 		 aux 		 lwg_psp
460 		 punct 		 rsym
461 		 obl 		 k2u
462 		 nmod 		 lwg_psp
463 		 obl 		 lwg_psp
464 		 case 		 lwg_psp
465 		 obj 		 lwg_psp
466 		 root 		 root
467 		 aux 		 lwg_vaux
468 		 aux:pass 		 lwg_vaux
469 		 punct 		 rsym
470 		 nsubj 		 k2u
471 		 nsubj 		 lwg_psp
472 		 compound 		 lwg_psp
473 		 root 		 root
474 		 aux 		 lwg_vaux
475 		 punct 		 rsym
476 		 nmod 		 k2u
477 		 nummod 		 enm
478 		 punct 		 rsym
479 		 nmod 		 k2u
480 		 case 		 lwg_psp
481 		 root 		 root
482 		 cop 		 lwg_vaux
483 		 punct 		 rsym
484 		 nsubj 		 k2u
485 		 case 		 lwg_psp
486 		 obj 		 lwg_psp
487 		 root 		 root
488 		 aux 		 lwg_vaux
489 		 aux:pass 		 lwg_vaux
490 		 punct 		 rsym
491 		 nsubj 		 k2u
492 		 obl 		 lwg_psp
493 		 acl:relcl 		 lwg_psp
494 		 aux 		 lwg_psp
495 		 punct 		 rsym
496 		 obl 		 k2u
497 		 nsubj 		 lwg_psp
498 		 advcl 		 lwg_psp
499 		 root 		 root
500 		 punct 		 rsym
501 		 aux 		 k2u
502 		 aux 		 lwg_psp
503 		 punct 		 rsym
504 		 nmod 		 k2u
505 		 nsubj 		 lwg_psp
506 		 obj 		 lwg_psp
507 		 advmod 		 lwg_psp
508 		 cop 		 lwg_psp
509 		 punct 		 rsym
510 		 nsubj 		 k2u
511 		 obl 		 lwg_psp
512 		 root 		 root
513 		 aux 		 lwg_vaux
514 		 punct 		 rsym
515 		 nsubj 		 k2u
516 		 case 		 lwg_psp
517 		 obj 		 lwg_psp
518 		 advcl 		 lwg_psp
519 		 obl 		 lwg_psp
520 		 case 		 lwg_psp
521 		 root 		 root
522 		 aux 		 lwg_vaux
523 		 cc 		 k1
524 		 conj 		 ccof
525 		 mark 		 lwg_psp
526 		 nsubj 		 lwg_psp
527 		 advcl 		 lwg_psp
528 		 aux 		 lwg_psp
529 		 mark 		 lwg_psp
530 		 nmod 		 lwg_psp
531 		 nsubj 		 lwg_psp
532 		 xcomp 		 k2
533 		 advcl 		 rh
534 		 aux 		 lwg_vaux
535 		 punct 		 rsym
536 		 mark 		 k2u
537 		 nsubj 		 lwg_psp
538 		 obl 		 lwg_psp
539 		 advmod 		 lwg_psp
540 		 obj 		 lwg_psp
541 		 punct 		 rsym
542 		 nsubj 		 k2u
543 		 compound 		 lwg_psp
544 		 advcl 		 lwg_psp
545 		 obj 		 lwg_psp
546 		 punct 		 rsym
547 		 nsubj 		 k2u
548 		 obl 		 lwg_psp
549 		 obj 		 lwg_psp
550 		 mark 		 lwg_psp
551 		 dep 		 lwg_psp
552 		 advmod 		 lwg_psp
553 		 root 		 root
554 		 aux 		 lwg_vaux
555 		 punct 		 rsym
556 		 dep 		 k2u
557 		 det 		 mod_wq
558 		 nsubj 		 pof_cn
559 		 obj 		 k2u
560 		 mark 		 lwg_psp
561 		 root 		 root
562 		 aux 		 lwg_vaux
563 		 punct 		 rsym
564 		  		 k2u
565 		 mark 		 lwg_psp
566 		 advmod 		 lwg_psp
567 		 obl 		 lwg_psp
568 		 case 		 lwg_psp
569 		 acl 		 lwg_psp
570 		 compound 		 lwg_psp
571 		 root 		 root
572 		 aux 		 lwg_vaux
573 		 aux:pass 		 lwg_vaux
574 		 punct 		 rsym
575 		 punct 		 rsym
576 		  		 k2u
577 		 nsubj 		 lwg_psp
578 		 nmod 		 lwg_psp
579 		 det 		 mod_wq
580 		 obj 		 pof_cn
581 		 root 		 root
582 		 punct 		 rsym
583 		 obl 		 k2u
584 		 det 		 mod_wq
585 		 obl 		 pof_cn
586 		 case 		 k2u
587 		 nsubj 		 lwg_psp
588 		 nmod 		 lwg_psp
589 		 amod 		 lwg_psp
590 		 compound 		 lwg_psp
591 		 root 		 root
592 		 aux 		 lwg_vaux
593 		 aux:pass 		 lwg_vaux
594 		 mark 		 pof_cn
595 		 nmod 		 k2u
596 		 det 		 mod_wq
597 		 nmod 		 pof_cn
598 		 case 		 k2u
599 		 obj 		 lwg_psp
600 		 advmod 		 lwg_psp
601 		 cop 		 lwg_psp
602 		 punct 		 rsym
603 		 nsubj 		 k2u
604 		 advmod 		 lwg_psp
605 		 det 		 mod_wq
606 		 obl 		 pof_cn
607 		 case 		 k2u
608 		 compound 		 lwg_psp
609 		 dep 		 lwg_psp
610 		 root 		 root
611 		 aux 		 lwg_vaux
612 		 punct 		 rsym
613 		 cc 		 k1
614 		 nsubj 		 lwg_psp
615 		 nmod 		 lwg_psp
616 		 nmod 		 lwg_psp
617 		 compound 		 lwg_psp
618 		 advmod 		 lwg_psp
619 		 conj 		 ccof
620 		 punct 		 rsym
621 		 nsubj 		 k2u
622 		 nmod 		 lwg_psp
623 		 case 		 lwg_psp
624 		 obj 		 lwg_psp
625 		 obl 		 lwg_psp
626 		 obl 		 lwg_psp
627 		 case 		 lwg_psp
628 		 advmod 		 lwg_psp
629 		 obl 		 lwg_psp
630 		 root 		 root
631 		 punct 		 rsym
632 		 nmod 		 k2u
633 		 obj 		 lwg_psp
634 		 case 		 lwg_psp
635 		 compound 		 lwg_psp
636 		 obl 		 lwg_psp
637 		 mark 		 lwg_psp
638 		 mark 		 lwg_psp
639 		 compound 		 lwg_psp
640 		 conj 		 ccof
641 		 aux 		 lwg_psp
642 		 punct 		 rsym
643 		 advmod 		 k2u
644 		 compound 		 lwg_psp
645 		 advcl 		 lwg_psp
646 		 punct 		 rsym
647 		 obl 		 k2u
648 		 nmod 		 lwg_psp
649 		 obl 		 lwg_psp
650 		 case 		 lwg_psp
651 		 case 		 lwg_psp
652 		 case 		 lwg_psp
653 		 obj 		 lwg_psp
654 		 advmod 		 lwg_psp
655 		 advcl 		 lwg_psp
656 		 punct 		 rsym
657 		 mark 		 k2u
658 		 nmod 		 lwg_psp
659 		 nsubj 		 lwg_psp
660 		 advcl 		 lwg_psp
661 		 aux 		 lwg_psp
662 		 aux:pass 		 lwg_vaux
663 		 punct 		 rsym
664 		 mark 		 k2u
665 		 nmod 		 lwg_psp
666 		 nmod 		 lwg_psp
667 		 det 		 mod_wq
668 		 root 		 root
669 		 cop 		 lwg_vaux
670 		 punct 		 rsym
671 		 cc 		 k1
672 		 nmod 		 lwg_psp
673 		 case 		 lwg_psp
674 		 nsubj 		 lwg_psp
675 		 det 		 mod_wq
676 		 nummod 		 enm
677 		 obj 		 k2u
678 		 case 		 lwg_psp
679 		 nmod 		 lwg_psp
680 		 case 		 lwg_psp
681 		 obl 		 lwg_psp
682 		 case 		 lwg_psp
683 		 root 		 root
684 		 aux 		 lwg_vaux
685 		 punct 		 rsym
686 		 amod 		 k2u
687 		 nsubj 		 lwg_psp
688 		 obl 		 lwg_psp
689 		 obl 		 lwg_psp
690 		 obj 		 lwg_psp
691 		 acl:relcl 		 lwg_psp
692 		 aux 		 lwg_psp
693 		 aux:pass 		 lwg_vaux
694 		 advmod 		 pof_cn
695 		 acl:relcl 		 k2u
696 		 punct 		 rsym
697 		 nmod 		 k2u
698 		 nmod 		 lwg_psp
699 		 case 		 lwg_psp
700 		 nsubj 		 lwg_psp
701 		 dep 		 lwg_psp
702 		 advmod 		 lwg_psp
703 		 amod 		 lwg_psp
704 		 root 		 root
705 		 cop 		 lwg_vaux
706 		 punct 		 rsym
707 		 nmod 		 k2u
708 		 obl 		 lwg_psp
709 		 case 		 lwg_psp
710 		 obl 		 lwg_psp
711 		 case 		 lwg_psp
712 		 case 		 lwg_psp
713 		 det 		 mod_wq
714 		 dep 		 pof_cn
715 		 advmod 		 k2u
716 		 root 		 root
717 		 mark 		 lwg_vaux
718 		 nmod 		 pof_cn
719 		 case 		 k2u
720 		 nsubj 		 lwg_psp
721 		 acl 		 lwg_psp
722 		 aux 		 lwg_psp
723 		 punct 		 rsym
724 		 nsubj 		 k2u
725 		 root 		 root
726 		 cop 		 lwg_vaux
727 		 nsubj 		 pof_cn
728 		 det 		 mod_wq
729 		 obj 		 pof_cn
730 		 acl:relcl 		 k2u
731 		 punct 		 rsym
732 		 obl 		 k2u
733 		 det 		 mod_wq
734 		 compound 		 pof_cn
735 		 cc 		 k1
736 		 conj 		 ccof
737 		 acl:relcl 		 lwg_psp
738 		 punct 		 rsym
739 		 dep 		 k2u
740 		 nsubj 		 lwg_psp
741 		 obl 		 lwg_psp
742 		 conj 		 ccof
743 		 punct 		 rsym
744 		 nmod 		 k2u
745 		 case 		 lwg_psp
746 		 nmod 		 lwg_psp
747 		 advmod 		 lwg_psp
748 		 amod 		 lwg_psp
749 		 compound 		 lwg_psp
750 		 compound 		 lwg_psp
751 		 compound 		 lwg_psp
752 		 nmod 		 lwg_psp
753 		 case 		 lwg_psp
754 		 amod 		 lwg_psp
755 		 obl 		 lwg_psp
756 		 punct 		 rsym
757 		 nummod 		 enm
758 		 amod 		 k2u
759 		 nmod 		 lwg_psp
760 		 case 		 lwg_psp
761 		 case 		 lwg_psp
762 		 amod 		 lwg_psp
763 		 obl 		 lwg_psp
764 		 case 		 lwg_psp
765 		 case 		 lwg_psp
766 		 compound 		 lwg_psp
767 		 root 		 root
768 		 aux 		 lwg_vaux
769 		 punct 		 rsym
770 		 compound 		 k2u
771 		 nmod 		 lwg_psp
772 		 case 		 lwg_psp
773 		 compound 		 lwg_psp
774 		 root 		 root
775 		 compound 		 lwg_vaux
776 		 compound 		 pof_cn
777 		 nsubj 		 k2u
778 		 case 		 lwg_psp
779 		 obl 		 lwg_psp
780 		 case 		 lwg_psp
781 		 root 		 root
782 		 mark 		 lwg_vaux
783 		 advmod 		 pof_cn
784 		 amod 		 k2u
785 		 det 		 mod_wq
786 		 nmod 		 pof_cn
787 		 case 		 k2u
788 		 nsubj 		 lwg_psp
789 		 nmod 		 lwg_psp
790 		 cc 		 k1
791 		 conj 		 ccof
792 		 case 		 lwg_psp
793 		 amod 		 lwg_psp
794 		 obl 		 lwg_psp
795 		 case 		 lwg_psp
796 		 obj 		 lwg_psp
797 		 punct 		 rsym
798 		 nsubj 		 k2u
799 		 dep 		 lwg_psp
800 		 nummod 		 enm
801 		 nmod 		 k2u
802 		 case 		 lwg_psp
803 		 amod 		 lwg_psp
804 		 advmod 		 lwg_psp
805 		 case 		 lwg_psp
806 		 root 		 root
807 		 cop 		 lwg_vaux
808 		 cc 		 k1
809 		 amod 		 lwg_psp
810 		 det 		 mod_wq
811 		 obl 		 pof_cn
812 		 case 		 k2u
813 		 conj 		 ccof
814 		 advmod 		 lwg_psp
815 		 aux 		 lwg_psp
816 		 aux:pass 		 lwg_vaux
817 		 punct 		 rsym
818 		 nsubj 		 k2u
819 		 root 		 root
820 		 mark 		 lwg_vaux
821 		 amod 		 pof_cn
822 		 punct 		 rsym
823 		 nmod 		 k2u
824 		 case 		 lwg_psp
825 		 nsubj 		 lwg_psp
826 		 nummod 		 enm
827 		 punct 		 rsym
828 		 nummod 		 enm
829 		 obl 		 k2u
830 		 case 		 lwg_psp
831 		 obj 		 lwg_psp
832 		 aux 		 lwg_psp
833 		 punct 		 rsym
834 		 cc 		 k1
835 		 amod 		 lwg_psp
836 		 nmod 		 lwg_psp
837 		 case 		 lwg_psp
838 		 obl 		 lwg_psp
839 		 case 		 lwg_psp
840 		 advcl 		 lwg_psp
841 		 mark 		 lwg_psp
842 		 mark 		 lwg_psp
843 		 det 		 mod_wq
844 		 nsubj 		 pof_cn
845 		 obl 		 k2u
846 		 det 		 mod_wq
847 		 obl 		 pof_cn
848 		 case 		 k2u
849 		 conj 		 ccof
850 		 aux 		 lwg_psp
851 		 aux:pass 		 lwg_vaux
852 		 punct 		 rsym
853 		 mark 		 k2u
854 		 obl 		 lwg_psp
855 		 case 		 lwg_psp
856 		 amod 		 lwg_psp
857 		 obl 		 lwg_psp
858 		 case 		 lwg_psp
859 		 case 		 lwg_psp
860 		 iobj 		 k4
861 		 amod 		 nmod_adj
862 		 nsubj 		 k1
863 		 advcl 		 lwg_psp
864 		 aux 		 lwg_psp
865 		 punct 		 rsym
866 		 nsubj 		 k2u
867 		 case 		 lwg_psp
868 		 root 		 root
869 		 mark 		 lwg_vaux
870 		 det 		 mod_wq
871 		 nsubj 		 pof_cn
872 		 compound 		 k2u
873 		 obl 		 lwg_psp
874 		 case 		 lwg_psp
875 		 compound 		 lwg_psp
876 		 obl 		 lwg_psp
877 		 case 		 lwg_psp
878 		 obj 		 lwg_psp
879 		 aux 		 lwg_psp
880 		 aux:pass 		 lwg_vaux
881 		 punct 		 rsym
882 		 obj 		 k2u
883 		 obl 		 lwg_psp
884 		 case 		 lwg_psp
885 		 nummod 		 enm
886 		 obl 		 k2u
887 		 case 		 lwg_psp
888 		 advcl 		 lwg_psp
889 		 obl 		 lwg_psp
890 		 root 		 root
891 		 aux:pass 		 lwg_vaux
892 		 aux:pass 		 lwg_vaux
893 		 punct 		 rsym
894 		 compound 		 k2u
895 		 nsubj 		 lwg_psp
896 		 case 		 lwg_psp
897 		 amod 		 lwg_psp
898 		 nsubj 		 lwg_psp
899 		 case 		 lwg_psp
900 		 obl 		 lwg_psp
901 		 aux 		 lwg_psp
902 		 mark 		 lwg_psp
903 		 amod 		 lwg_psp
904 		 compound 		 lwg_psp
905 		 acl:relcl 		 lwg_psp
906 		 obl 		 lwg_psp
907 		 nmod 		 lwg_psp
908 		 nsubj 		 lwg_psp
909 		 obl 		 lwg_psp
910 		 case 		 lwg_psp
911 		 case 		 lwg_psp
912 		 amod 		 lwg_psp
913 		 obl 		 lwg_psp
914 		 root 		 root
915 		 aux 		 lwg_vaux
916 		 punct 		 rsym
917 		 nmod 		 k2u
918 		 case 		 lwg_psp
919 		 nsubj 		 lwg_psp
920 		 det 		 mod_wq
921 		 nmod 		 pof_cn
922 		 dep 		 k2u
923 		 nummod 		 enm
924 		 root 		 root
925 		 case 		 lwg_vaux
926 		 cop 		 pof_cn
927 		 punct 		 rsym
928 		 obl 		 k2u
929 		 case 		 lwg_psp
